,From,To,Operator,Distance,Departure,Arrival,Has A/C?,Sleeper Category,Is Seater?,Is Multi-Axle?,Has Video?,Pushback Seats,Seat Format,Bus Brand,Duration
18400,Bangalore,Koratty,Kallada Travels,500,08:30:00 PM,09:00:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 12:30:00
18401,Bangalore,Koratty,Kallada Travels,500,07:30:00 PM,08:00:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 12:30:00
18402,Bangalore,Surathkal,Cpc Bus (CPC Bus),373,09:20:00 PM,05:00:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 07:40:00
18403,Bangalore,Surathkal,Hanuman Motors,373,07:45:00 PM,06:05:00 AM,False,Other,True,False,False,False,1+2,,0 days 10:20:00
18404,Bangalore,Surathkal,Durgamba Motors,373,10:00:00 PM,05:10:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:20:00
18405,Bangalore,Surathkal,Durgamba Motors,373,10:10:00 PM,05:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 09:20:00
18406,Bangalore,Surathkal,Sugama Tourists No1 (Sugama  Tourists),373,08:45:00 PM,06:15:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 09:30:00
18407,Bangalore,Surathkal,Bharathi Tourist (Bharathi Bus),373,09:40:00 PM,05:30:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 07:50:00
18408,Bangalore,Surathkal,Durgamba Motors,373,10:15:00 PM,05:20:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:20:00
18409,Bangalore,Surathkal,Durgamba Motors,373,09:25:00 PM,04:50:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:20:00
18410,Bangalore,Surathkal,Sugama Tourists P (Sugama  Tourists),373,08:30:00 PM,05:45:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 09:15:00
18411,Bangalore,Surathkal,No 3 Bangalore-udupi-manipal (Pragathi Bus),373,09:45:00 PM,05:45:00 AM,False,Sleeper,False,False,True,False,1+2,,0 days 08:00:00
18412,Bangalore,Surathkal,Sugama Tourists Y (Sugama  Tourists),373,08:00:00 PM,06:15:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 10:15:00
18413,Bangalore,Surathkal,Durgamba Motors,373,10:30:00 PM,06:00:00 AM,,Other,False,False,False,False,2+2,,0 days 09:20:00
18414,Bangalore,Surathkal,Sugama Tourists W (Sugama  Tourists),373,07:30:00 PM,06:15:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 10:45:00
18415,Bangalore,Surathkal,Sugama Tourists J (Sugama  Tourists),373,09:00:00 PM,05:40:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 08:40:00
18416,Bangalore,Surathkal,No 2 (Pragathi Bus),373,10:00:00 PM,05:30:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 07:30:00
18417,Bangalore,Surathkal,Durgamba Motors,373,10:35:00 PM,05:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 09:20:00
18418,Bangalore,Surathkal,Durgamba Motors,373,10:25:00 PM,05:20:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:20:00
18419,Bangalore,Surathkal,Durgamba Motors,373,10:40:00 PM,05:00:00 AM,,Other,False,False,False,False,2+2,,0 days 09:20:00
18420,Bangalore,Surathkal,Srs Travels (SRS Travels),373,10:15:00 PM,06:30:00 AM,False,Sleeper,False,False,True,False,2+1,,0 days 08:15:00
18421,Bangalore,Surathkal,Srs Travels (SRS Travels),373,10:30:00 PM,06:00:00 AM,False,Other,False,False,True,False,2+2,,0 days 07:30:00
18422,Bangalore,Surathkal,Seabird Tourists,373,07:30:00 PM,07:00:00 AM,False,Other,True,False,True,False,2+2,,0 days 11:30:00
18423,Bangalore,Surathkal,Durgamba Motors,373,10:45:00 PM,05:00:00 AM,,Other,False,True,False,False,,volvo,0 days 09:20:00
18424,Bangalore,Surathkal,Durgamba Motors,373,09:00:00 PM,04:35:00 AM,,Other,False,False,False,False,2+2,,0 days 09:20:00
18425,Bangalore,Surathkal,Bharathi Tourist 3 (Bharathi Bus),373,10:00:00 PM,05:45:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 07:45:00
18426,Bangalore,Surathkal,Sugama Tourists E (Sugama  Tourists),373,08:00:00 PM,05:30:00 AM,False,Sleeper,True,False,False,False,2+1,,0 days 09:30:00
18427,Bangalore,Surathkal,Hanuman Motors,373,07:30:00 PM,05:30:00 AM,False,Sleeper,False,False,False,False,1+2,,0 days 10:00:00
18428,Bangalore,Surathkal,Durgamba Motors,373,09:15:00 PM,04:50:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:20:00
18429,Bangalore,Surathkal,Bangalore Mangalore Udupi Manipal By  Volvo A/c Multi-axle 2+2 Semi Sleeper (Bharathi Travels),373,11:00:00 PM,05:45:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 06:45:00
18430,Bangalore,Surathkal,Srs Travels (SRS Travels),373,09:00:00 PM,05:00:00 AM,False,Sleeper,False,False,True,False,2+1,,0 days 08:00:00
18431,Bangalore,Surathkal,Srs Travels (SRS Travels),373,09:15:00 PM,05:15:00 AM,False,Other,False,False,True,False,2+2,,0 days 08:00:00
18432,Bangalore,Surathkal,Sugama Tourists  H (Sugama  Tourists),373,09:15:00 PM,06:15:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 09:00:00
18433,Bangalore,Chavadi,Kallada Travels,392,09:00:00 AM,06:48:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:48:00
18434,Bangalore,Chavadi,Kallada Travels,392,06:45:00 PM,04:33:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:48:00
18435,Bangalore,Chavadi,Kallada Travels,392,08:15:00 PM,06:03:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 09:48:00
18436,Bangalore,Chavadi,Kallada Travels,392,02:00:00 PM,11:48:00 PM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:48:00
18437,Bangalore,Chavadi,Kallada Travels,392,07:00:00 PM,04:48:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 09:48:00
18438,Bangalore,Chavadi,Kallada Travels,392,09:30:00 PM,07:18:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 09:48:00
18439,Bangalore,Chavadi,Kallada Travels,392,10:30:00 PM,08:18:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:48:00
18440,Bangalore,Chavadi,Kallada Travels,392,08:45:00 PM,06:33:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 09:48:00
18441,Bangalore,Chavadi,Kallada Travels,392,09:00:00 PM,06:48:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:48:00
18442,Bangalore,Maski,VRL,437,08:00:00 PM,06:00:00 AM,,Sleeper,False,False,False,False,,,0 days 10:00:00
18443,Bangalore,Maski,Srs Travels (SRS Travels),437,08:30:00 PM,04:15:00 AM,False,Other,False,False,True,False,2+2,,0 days 07:45:00
18444,Bangalore,Madikeri,Poornima Tours,255,11:00:00 PM,05:30:00 AM,False,Other,True,False,True,False,2+2,,0 days 06:30:00
18445,Bangalore,Madikeri,Poornima Travels (Poornima Tours),255,11:00:00 PM,05:00:00 AM,False,Other,True,False,True,False,2+2,,0 days 06:00:00
18446,Bangalore,Madikeri,Ashwini Tours,255,10:30:00 PM,05:00:00 AM,False,Other,True,False,True,False,2+2,,0 days 06:30:00
18447,Bangalore,Karunagapilly,Kallada Travels,652,07:00:00 PM,11:18:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 16:18:00
18448,Bangalore,Karunagapilly,Sharma Transports  (atlas Travels) (Atlas Travels),652,05:55:00 PM,06:50:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 12:55:00
18449,Bangalore,Karunagapilly,Shama Transport,652,07:15:00 PM,06:00:00 AM,True,Semi-Sleeper,False,True,False,False,2+2,volvo,0 days 10:45:00
18450,Bangalore,Karunagapilly,Kallada Travels,652,06:30:00 PM,10:48:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 16:18:00
18451,Bangalore,Karunagapilly,Kallada Travels,652,05:00:00 PM,09:18:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 16:18:00
18452,Bangalore,Karunagapilly,Shama Trivandrum Bigbus (Sreekrishna  Travels),652,07:10:00 PM,05:45:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 10:35:00
18453,Bangalore,Karunagapilly,Viji Volvo A/c Multi-axle Club Class (Sreekrishna  Travels),652,07:30:00 PM,05:45:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 10:15:00
18454,Bangalore,Karunagapilly,Sharma Transports(atlas) (Atlas Travels),652,07:00:00 PM,07:15:00 PM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,1 days 00:15:00
18455,Bangalore,Karunagapilly,Kallada Travels,652,02:00:00 PM,06:18:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 16:18:00
18456,Bangalore,Bijoor,Durgamba Motors,199,09:00:00 PM,06:17:00 AM,,Other,False,False,False,False,2+2,,0 days 04:59:00
18457,Bangalore,Kalady,Surya Travels (dharma) (Surya Travels),516,06:30:00 PM,02:30:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 08:00:00
18458,Bangalore,Kalady,Surya Travels (dharma) (Surya Travels),516,08:00:00 PM,04:00:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 08:00:00
18459,Bangalore,Kalady,Kallada Travels,516,07:00:00 PM,07:54:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 12:54:00
18460,Bangalore,Kalady,Surya Travels,516,06:00:00 PM,04:00:00 AM,False,Semi-Sleeper,False,False,True,False,2+2,,0 days 10:00:00
18461,Bangalore,Kalady,Surya Travels (dharma) (Surya Travels),516,06:00:00 PM,05:30:00 AM,False,Semi-Sleeper,False,False,True,False,2+2,,0 days 11:30:00
18462,Bangalore,Kalady,Atlas Travels (sharma) (Atlas Travels),516,05:30:00 PM,05:35:00 AM,False,Semi-Sleeper,False,False,True,False,2+2,,0 days 12:05:00
18463,Bangalore,Kalady,Kallada Travels,516,06:00:00 PM,06:54:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 12:54:00
18464,Bangalore,Kalady,Sharma Transports (atlas) (Atlas Travels),516,06:15:00 PM,06:10:00 AM,False,Semi-Sleeper,False,False,True,False,2+2,,0 days 11:55:00
18465,Bangalore,Kalady,Kallada Travels,516,08:30:00 PM,09:24:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 12:54:00
18466,Bangalore,Kalady,Kallada Travels,516,06:45:00 PM,07:39:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 12:54:00
18467,Bangalore,Gangawati,VRL,364,10:20:00 PM,06:20:00 AM,,Sleeper,True,False,False,False,,,0 days 08:00:00
18468,Bangalore,Gangawati,SVR Tours &  Travels,364,08:00:00 PM,06:00:00 AM,False,Other,False,False,False,False,,,0 days 10:00:00
18469,Bangalore,Gangawati,Srs Travels (SRS Travels),364,10:30:00 PM,06:00:00 AM,False,Sleeper,False,False,True,False,2+1,,0 days 07:30:00
18470,Bangalore,Gangawati,SVR Tours &  Travels,364,10:00:00 PM,06:30:00 AM,False,Sleeper,False,False,False,False,2+1,,0 days 08:30:00
18471,Bangalore,Gangawati,VRL,364,10:30:00 PM,06:30:00 AM,,Sleeper,False,False,False,False,,,0 days 08:00:00
18472,Bangalore,Batlagundu,KPN Travels,404,09:30:00 PM,06:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 08:30:00
18473,Bangalore,Batlagundu,Kallada Travels,404,07:30:00 PM,05:36:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 10:06:00
18474,Bangalore,Puliyangudi,Srs Travels (SRS Travels),552,08:30:00 PM,06:30:00 AM,False,Sleeper,False,False,True,False,2+1,,0 days 10:00:00
18475,Bangalore,Hosur,SHAMASARDAR TRAVELS MUSKAAN TRAVELS,90,11:15:00 AM,01:30:00 PM,True,Semi-Sleeper,False,True,False,False,2+2,volvo,0 days 02:15:00
18476,Bangalore,Hatti,Srs Travels (SRS Travels),473,08:30:00 PM,05:15:00 AM,False,Other,False,False,True,False,2+2,,0 days 08:45:00
18477,Bangalore,Hatti,VRL,473,09:15:00 PM,09:15:00 PM,,Sleeper,True,False,False,False,,,0 days 11:50:00
18478,Bangalore,Yermal,Durgamba Motors,386,10:10:00 PM,05:20:00 AM,True,Sleeper,False,False,False,False,,,0 days 09:39:00
18479,Bangalore,Yermal,Durgamba Motors,386,10:40:00 PM,05:35:00 AM,,Other,False,False,False,False,2+2,,0 days 09:39:00
18480,Bangalore,Yermal,Durgamba Motors,386,10:25:00 PM,06:00:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:39:00
18481,Bangalore,Yermal,No 3 Bangalore-udupi-manipal (Pragathi Bus),386,09:45:00 PM,06:00:00 AM,False,Sleeper,False,False,True,False,1+2,,0 days 08:15:00
18482,Bangalore,Yermal,Durgamba Motors,386,09:25:00 PM,05:35:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:39:00
18483,Bangalore,Yermal,Durgamba Motors,386,10:30:00 PM,05:30:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:39:00
18484,Bangalore,Yermal,No 2 (Pragathi Bus),386,10:00:00 PM,06:00:00 AM,False,Sleeper,True,False,False,False,1+2,,0 days 08:00:00
18485,Bangalore,Yermal,Durgamba Motors,386,10:35:00 PM,05:35:00 AM,True,Sleeper,False,False,False,False,,,0 days 09:39:00
18486,Bangalore,Yermal,Durgamba Motors,386,10:15:00 PM,05:50:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:39:00
18487,Bangalore,Yermal,Durgamba Motors,386,09:00:00 PM,04:50:00 AM,,Other,False,False,False,False,2+2,,0 days 09:39:00
18488,Bangalore,Yermal,Durgamba Motors,386,10:45:00 PM,05:28:00 AM,,Other,False,True,False,False,,volvo,0 days 09:39:00
18489,Bangalore,Yermal,Durgamba Motors,386,10:00:00 PM,05:30:00 AM,False,Sleeper,False,False,False,False,,,0 days 09:39:00
18490,Bangalore,Pumpwell,Srs Travels (SRS Travels),357,09:00:00 PM,03:00:00 AM,False,Sleeper,False,False,True,False,2+1,,0 days 06:00:00
18491,Bangalore,Pumpwell,Durgamba Motors,357,09:15:00 PM,04:30:00 AM,False,Sleeper,False,False,False,False,,,0 days 08:56:00
18492,Bangalore,Hyderabad,Srs Travels (SRS Travels),569,10:30:00 PM,06:30:00 AM,True,Other,False,False,True,False,2+2,isuzu,0 days 08:00:00
18493,Bangalore,Hyderabad,KPN Travels,569,07:45:00 PM,05:30:00 AM,True,Sleeper,False,False,False,False,1+1,,0 days 09:45:00
18494,Bangalore,Hyderabad,Orange Tours & Travels,569,08:00:00 PM,06:00:00 AM,True,Other,False,False,False,False,2+2,mercedes,0 days 10:00:00
18495,Bangalore,Hyderabad,VRL,569,08:30:00 PM,05:00:00 AM,,Other,False,False,False,False,2+2,,0 days 08:30:00
18496,Bangalore,Hyderabad,Sahara Travels,569,09:15:00 PM,07:30:00 AM,True,Other,False,False,False,False,,volvo,0 days 10:15:00
18497,Bangalore,Hyderabad,National Travels(nts),569,10:15:00 PM,05:30:00 AM,True,Other,False,True,True,False,2+2,mercedes,0 days 07:15:00
18498,Bangalore,Hyderabad,Sharma Transports,569,09:30:00 PM,11:44:00 AM,,Other,False,False,False,False,,volvo,0 days 14:14:00
18499,Bangalore,Hyderabad,Jabbar Travels,569,06:59:00 PM,05:30:00 AM,False,Other,False,False,False,False,1+1,,0 days 10:31:00
18500,Bangalore,Hyderabad,Bharathi Travels,569,09:30:00 PM,07:15:00 AM,False,Other,False,False,True,True,2+2,,0 days 09:45:00
18501,Bangalore,Hyderabad,Sre Travels (Seabird Tourists),569,07:30:00 PM,07:00:00 AM,True,Semi-Sleeper,False,False,True,False,2+2,,0 days 11:30:00
18502,Bangalore,Hyderabad,Diwakar Travels,569,08:00:00 PM,06:00:00 AM,True,Semi-Sleeper,False,True,False,False,,mercedes,0 days 10:00:00
18503,Bangalore,Hyderabad,SK Travels,569,09:15:00 PM,06:00:00 AM,True,Semi-Sleeper,False,True,False,False,2+2,volvo,0 days 08:45:00
18504,Bangalore,Hyderabad,VRL,569,06:00:00 PM,02:30:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 08:30:00
18505,Bangalore,Hyderabad,Sharma Transports,569,11:00:00 PM,01:14:00 PM,,Other,False,False,False,False,,volvo,0 days 14:14:00
18506,Bangalore,Hyderabad,Diwakar Travels,569,05:00:00 PM,06:00:00 AM,False,Semi-Sleeper,False,False,False,False,,,0 days 13:00:00
18507,Bangalore,Hyderabad,Sks Travels (SKS Bus),569,10:30:00 PM,06:00:00 AM,True,Sleeper,False,False,True,False,1+1,,0 days 07:30:00
18508,Bangalore,Hyderabad,Olivea (Business Class),569,09:00:00 PM,06:30:00 AM,True,Other,False,False,False,False,,,0 days 14:14:00
18509,Bangalore,Hyderabad,Hkb Tours Bh1 (HKB Tours),569,08:00:00 PM,07:00:00 AM,True,Other,False,False,True,False,2+2,mercedes,0 days 11:00:00
18510,Bangalore,Hyderabad,Diwakar Travels,569,07:45:00 PM,07:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 11:15:00
18511,Bangalore,Hyderabad,S L TRAVELS,569,07:00:00 PM,07:10:00 AM,,Other,False,False,False,False,2+1,,0 days 12:10:00
18512,Bangalore,Hyderabad,S L TRAVELS,569,06:30:00 PM,07:00:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 12:30:00
18513,Bangalore,Hyderabad,Sabharwal / Sreekrishna (Sreekrishna  Travels),569,07:00:00 PM,07:00:00 AM,False,Other,False,False,True,False,2+1,,0 days 12:00:00
18514,Bangalore,Hyderabad,Orange Bus (Sreekrishna  Travels),569,10:00:00 PM,06:00:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,mercedes,0 days 08:00:00
18515,Bangalore,Hyderabad,SVR Tours &  Travels,569,09:00:00 PM,06:00:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:00:00
18516,Bangalore,Hyderabad,Sharma Transports,569,10:30:00 PM,12:44:00 PM,True,Semi-Sleeper,False,False,False,False,,,0 days 14:14:00
18517,Bangalore,Hyderabad,GeePee Travels.,569,09:45:00 PM,11:59:00 AM,,Other,False,False,False,False,,volvo,0 days 14:14:00
18518,Bangalore,Hyderabad,Orange Tours & Travels,569,07:00:00 PM,06:00:00 AM,True,Sleeper,False,False,False,False,1+1,,0 days 11:00:00
18519,Bangalore,Hyderabad,Hkb Tours Bh2 (HKB Tours),569,09:00:00 PM,07:15:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 10:15:00
18520,Bangalore,Hyderabad,VRL,569,07:00:00 PM,03:30:00 AM,True,Semi-Sleeper,False,False,False,False,,volvo,0 days 08:30:00
18521,Bangalore,Hyderabad,Sharma Transports,569,07:30:00 PM,09:44:00 AM,False,Other,False,False,False,False,2+1,,0 days 14:14:00
18522,Bangalore,Hyderabad,Kaveri Kamakshi Travels,569,07:30:00 PM,06:00:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,0 days 10:30:00
18523,Bangalore,Hyderabad,KGN Travels,569,06:30:00 PM,06:00:00 AM,False,Other,False,False,True,False,2+1,,0 days 11:30:00
18524,Bangalore,Hyderabad,Diwakar Travels,569,08:45:00 PM,07:00:00 AM,True,Semi-Sleeper,False,True,False,False,,mercedes,0 days 10:15:00
18525,Bangalore,Hyderabad,Sks Travels (SKS Bus),569,09:30:00 PM,07:15:00 AM,False,Other,False,False,True,False,2+1,,0 days 09:45:00
18526,Bangalore,Hyderabad,SK Travels,569,07:30:00 PM,09:44:00 AM,True,Semi-Sleeper,False,True,False,False,2+2,volvo,0 days 14:14:00
18527,Bangalore,Hyderabad,SK Travels,569,09:30:00 PM,11:44:00 AM,True,Semi-Sleeper,False,True,False,False,2+2,volvo,0 days 14:14:00
18528,Bangalore,Hyderabad,VRL,569,08:45:00 PM,05:15:00 AM,,Other,False,False,False,False,2+2,,0 days 08:30:00
18529,Bangalore,Hyderabad,GeePee Travels.,569,10:23:00 PM,12:37:00 PM,False,Other,True,False,False,False,2+2,,0 days 14:14:00
18530,Bangalore,Hyderabad,Dhanunjaya Tours,569,08:00:00 PM,06:00:00 AM,True,Other,False,False,False,False,2+1,volvo,0 days 10:00:00
18531,Bangalore,Hyderabad,KGN Travels,569,07:30:00 PM,06:30:00 AM,False,Other,False,False,True,False,2+1,,0 days 11:00:00
18532,Bangalore,Hyderabad,VRL,569,07:30:00 PM,04:00:00 AM,True,Other,False,False,False,False,,isuzu,0 days 08:30:00
18533,Bangalore,Hyderabad,SVR Tours &  Travels,569,10:00:00 PM,07:00:00 AM,True,Sleeper,False,False,False,False,,isuzu,0 days 09:00:00
18534,Bangalore,Hyderabad,Morning Star Travels,569,07:40:00 PM,06:25:00 AM,True,Sleeper,False,False,False,False,1+1,isuzu,0 days 10:45:00
18535,Bangalore,Hyderabad,SVR Tours &  Travels,569,08:30:00 PM,07:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 10:30:00
18536,Bangalore,Hyderabad,Jabbar Travels,569,07:59:00 PM,06:00:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 10:01:00
18537,Bangalore,Hyderabad,Navin Travels,569,06:00:00 PM,06:00:00 AM,False,Semi-Sleeper,False,False,True,False,2+2,,0 days 12:00:00
18538,Bangalore,Hyderabad,Omer Travels,569,08:00:00 PM,09:00:00 AM,False,Other,False,False,False,False,,,0 days 13:00:00
18539,Bangalore,Hyderabad,Dhanunjaya Tours,569,09:00:00 PM,06:30:00 AM,True,Other,False,False,False,False,,volvo,0 days 09:30:00
18540,Bangalore,Hyderabad,Srs Travels (SRS Travels),569,10:00:00 PM,06:30:00 AM,False,Other,False,False,True,False,2+2,,0 days 08:30:00
18541,Bangalore,Hyderabad,Sree Kaleswari Travels,569,08:00:00 PM,06:30:00 AM,True,Sleeper,False,False,False,False,,isuzu,0 days 10:30:00
18542,Bangalore,Hyderabad,Laxmi Travels Blr,569,09:20:00 PM,06:30:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:10:00
18543,Bangalore,Hyderabad,Jabbar Travels,569,08:30:00 PM,07:30:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 11:00:00
18544,Bangalore,Hyderabad,Sree Kaleswari Travels,569,08:30:00 PM,06:00:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,0 days 09:30:00
18545,Bangalore,Hyderabad,Diwakar Travels,569,09:15:00 PM,07:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 09:45:00
18546,Bangalore,Hyderabad,Omer Travels,569,06:45:00 PM,07:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 12:15:00
18547,Bangalore,Hyderabad,Bharathi Travels,569,10:30:00 PM,06:30:00 AM,True,Semi-Sleeper,False,True,True,False,2+2,volvo,0 days 08:00:00
18548,Bangalore,Hyderabad,Diwakar Travels,569,05:45:00 PM,06:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 12:15:00
18549,Bangalore,Thakkalai,Kallada Travels,486,08:30:00 PM,08:39:00 AM,True,Semi-Sleeper,False,True,False,False,,volvo,0 days 12:09:00
18550,Bangalore,Chilakaluripeta,SVR Tours &  Travels,1105,10:00:00 PM,07:30:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,1 days 09:30:00
18551,Bangalore,Chilakaluripeta,SVR Tours &  Travels,1105,04:00:00 PM,04:00:00 AM,True,Sleeper,False,False,False,False,,,0 days 12:00:00
18552,Bangalore,Chilakaluripeta,Kaveri Kamakshi Travels,1105,07:45:00 PM,06:00:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,1 days 10:15:00
18553,Bangalore,Chilakaluripeta,Sree Kaleswari Travels,1105,09:30:00 PM,07:30:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,1 days 10:00:00
18554,Bangalore,Chilakaluripeta,SVR Tours &  Travels,1105,05:00:00 PM,04:30:00 AM,,Semi-Sleeper,False,True,False,False,,volvo,0 days 11:30:00
18555,Bangalore,Chilakaluripeta,SVR Tours &  Travels,1105,03:00:00 PM,03:30:00 AM,False,Semi-Sleeper,True,False,False,False,,,0 days 12:30:00
18556,Bangalore,Chilakaluripeta,Sree Kaleswari Travels,1105,06:45:00 PM,05:50:00 AM,True,Sleeper,False,False,False,False,,isuzu,0 days 11:05:00
18557,Bangalore,Chilakaluripeta,S.r.s Travels (SRS Travels),1105,04:45:00 PM,05:45:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 13:00:00
18558,Bangalore,Chilakaluripeta,S.r.s Travels (SRS Travels),1105,06:00:00 PM,06:15:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 12:15:00
18559,Bangalore,Chilakaluripeta,Dhanunjaya Tours,1105,07:00:00 PM,05:30:00 AM,,Semi-Sleeper,False,False,False,False,,volvo,1 days 10:30:00
18560,Bangalore,Chilakaluripeta,SVR Tours &  Travels,1105,06:00:00 PM,08:00:00 AM,False,Other,False,False,False,False,,,0 days 14:00:00
18561,Bangalore,Chilakaluripeta,SVR Tours &  Travels,1105,09:00:00 PM,05:30:00 AM,False,Other,False,False,False,False,,,1 days 08:30:00
18562,Bangalore,Chilakaluripeta,Dhanunjaya Tours,1105,06:00:00 PM,05:00:00 AM,True,Sleeper,False,False,False,False,,,1 days 11:00:00
18563,Bangalore,Chilakaluripeta,Morning Star Travels,1105,06:00:00 PM,05:30:00 AM,True,Sleeper,False,False,False,False,1+1,isuzu,0 days 11:30:00
18564,Bangalore,Chilakaluripeta,Rajesh Travels,1105,04:30:00 PM,05:00:00 AM,,Semi-Sleeper,False,False,False,False,,,0 days 12:30:00
18565,Bangalore,Chilakaluripeta,S.r.s Travels (SRS Travels),1105,08:00:00 PM,06:15:00 AM,True,Other,False,False,True,False,2+2,isuzu,1 days 10:15:00
18566,Bangalore,Mirjan,Sugama Tourists No 5 (Sugama  Tourists),461,06:30:00 PM,06:00:00 AM,False,Sleeper,True,False,True,False,2+1,,0 days 11:30:00
18567,Bangalore,Iritty,Golden Travels,276,09:45:00 PM,06:00:00 AM,,Semi-Sleeper,False,False,False,False,2+2,volvo,0 days 08:15:00
18568,Bangalore,Iritty,Golden Travels,276,09:30:00 PM,05:00:00 AM,False,Other,False,False,False,False,2+2,,0 days 07:30:00
18569,Bangalore,Iritty,Ashoka Travel Agency,276,09:00:00 AM,04:00:00 PM,False,Other,False,False,False,False,,,0 days 07:00:00
18570,Bangalore,Iritty,P K Travels,276,09:30:00 PM,04:30:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 07:00:00
18571,Bangalore,Iritty,Kalpaka Travels,276,09:30:00 PM,04:00:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 06:30:00
18572,Bangalore,Iritty,Ashoka Travels,276,08:30:00 PM,04:00:00 AM,False,Other,False,False,False,False,2+2,,0 days 07:30:00
18573,Bangalore,Iritty,P K Travels,276,09:00:00 PM,04:00:00 AM,,Sleeper,False,False,False,False,2+1,,0 days 07:00:00
18574,Bangalore,Iritty,Ashoka Travels,276,09:30:00 PM,04:00:00 AM,False,Other,False,False,False,False,2+2,,0 days 06:30:00
18575,Bangalore,Iritty,Ashoka Travels,276,09:00:00 PM,04:00:00 AM,False,Other,False,False,False,False,2+2,,0 days 07:00:00
18576,Bangalore,Iritty,Sagar Travels,276,07:30:00 PM,04:30:00 AM,False,Semi-Sleeper,False,False,False,False,2+2,,0 days 09:00:00
